Sample	X101.10T1	X101.11T1	X101.12T1	X101.13T1	X101.14T1	X101.15T1	X101.1T1	X101.2T1	X101.3T1	X101.4T1	X101.5T1	X101.6T1	X101.7T1	X101.8T1	X101.9T1	X101C.10T1	X101C.11T1	X101C.12T1	X101C.13T1	X101C.14T1	X101C.15T1	X101C.1T1	X101C.2T1	X101C.3T1	X101C.4T1	X101C.5T1	X101C.6T1	X101C.7T1	X101C.8T1	X101C.9T1	C101.10T1	C101.11T1	C101.12T1	C101.13T1	C101.14T1	C101.15T1	C101.1T1	C101.2T1	C101.3T1	C101.4T1	C101.5T1	C101.6T1	C101.7T1	C101.8T1	C101.9T1	C.10T1	C.11T1	C.12T1	C.13T1	C.14T1	C.15T1	C.1T1	C.2T1	C.3T1	C.4T1	C.5T1	C.6T1	C.7T1	C.8T1	C.9T1
Zotu515	0	0	2	1	5	4	4	3	2	6	1	1	6	2	6	0	2	2	1	0	1	4	0	0	0	2	1	5	1	1	5	4	6	0	1	4	0	1	6	4	1	1	4	0	1	0	0	4	0	0	4	1	1	1	2	12	3	1	0	4
Zotu211	1	3	3	12	5	6	4	2	2	2	1	2	6	1	3	2	2	4	2	0	5	1	0	4	0	1	1	0	2	2	7	2	4	3	2	1	2	2	5	1	7	2	1	7	3	0	2	1	2	1	3	2	4	1	2	3	0	1	2	2
Zotu900	1	2	0	0	1	0	0	0	5	0	1	2	1	1	2	0	3	2	1	2	1	3	2	1	0	3	2	0	4	0	0	0	1	0	1	3	0	0	2	1	0	1	0	0	0	0	2	0	0	0	1	1	0	0	2	0	1	0	0	0
Zotu377	6	2	0	8	1	8	26	0	1	3	18	1	31	0	9	8	2	17	13	9	18	2	9	14	80	3	18	14	5	164	1	6	0	4	2	0	2	0	2	0	5	3	3	2	18	0	0	12	0	3	9	8	1	142	27	1	0	33	36	1
Zotu419	1	1	0	1	2	2	0	1	2	0	0	0	0	0	2	0	0	5	1	1	4	2	3	10	3	2	0	2	5	1	0	0	2	1	0	0	1	0	3	2	0	2	2	2	4	3	2	1	0	2	1	2	2	1	0	0	0	2	3	0
Zotu605	5	2	6	8	4	5	3	1	5	1	1	8	2	4	3	3	3	1	0	4	5	6	4	1	1	2	3	0	2	3	2	1	7	3	3	7	1	1	3	6	6	2	3	3	0	2	2	3	1	0	1	0	0	0	1	8	0	1	2	3
Zotu415	2	6	3	0	2	2	1	0	0	4	1	4	5	0	0	2	1	16	0	1	9	9	7	12	9	0	18	0	15	1	2	0	7	2	7	1	2	1	6	2	5	9	9	4	8	4	1	21	0	4	1	0	0	3	3	0	0	4	4	0
Zotu666	3	0	0	0	1	0	0	0	0	0	0	0	5	0	0	2	0	0	8	26	7	0	0	19	0	9	0	0	0	0	1	1	1	0	0	0	0	0	0	2	0	0	0	3	7	1	1	0	0	0	0	3	0	0	0	3	0	0	0	0
Zotu476	3	0	0	0	12	3	0	3	1	1	2	2	3	9	0	0	0	5	0	0	1	0	1	0	0	0	1	0	12	0	0	1	0	0	0	1	0	0	0	0	3	0	0	0	0	0	1	3	0	0	0	6	0	0	0	0	0	0	1	0
Zotu262	2	2	0	0	0	1	1	0	0	0	0	3	5	3	2	1	1	0	0	8	1	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	1	1	1	2	0	0	1	0	1	0	0	0	0	1	0	0	0	0	3	1	0	0	0	0
Zotu921	5	6	1	3	0	3	6	2	1	10	1	2	3	2	12	1	10	3	6	5	1	9	7	2	1	2	1	2	12	21	2	0	3	0	2	1	4	0	1	0	2	1	4	5	1	3	3	3	13	4	10	1	5	8	7	8	1	7	2	7
Zotu468	5	0	0	6	3	2	4	0	2	0	2	1	3	2	3	6	8	6	5	3	6	6	8	11	6	0	4	3	9	4	4	7	8	7	1	9	3	6	4	6	10	6	6	6	5	0	3	4	1	2	0	3	12	3	9	7	5	4	6	7
Zotu949	1	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	7	0	1	0	0	0	1	1	1	0	1	0	1	0	1	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	1
Zotu366	9	15	0	0	0	0	0	4	14	7	0	0	0	0	10	137	1	1	0	3	18	2	32	0	0	3	0	0	0	157	1	14	7	0	14	2	3	3	0	26	5	9	0	7	3	0	20	0	0	0	0	0	0	63	1	0	0	0	0	0
Zotu279	2	2	2	8	20	0	5	0	198	0	9	2	57	2	9	1	5	0	0	2	6	7	0	3	0	0	0	0	0	0	4	6	21	26	33	3	4	9	64	2	20	43	1	81	5	0	1	0	5	0	1	5	0	0	1	2	0	1	0	1
Zotu447	1	1	0	0	0	0	0	1	1	0	5	3	0	0	1	2	2	0	0	2	0	0	2	1	0	0	0	3	1	0	0	2	1	0	0	0	1	0	0	1	0	0	2	0	0	1	2	1	0	1	1	0	1	0	0	5	1	0	2	0
Zotu559	4	0	1	5	0	1	4	2	0	4	0	0	1	0	3	4	1	2	0	0	0	4	4	1	0	0	1	0	0	0	2	1	2	5	1	0	3	0	1	0	3	0	0	0	2	0	0	1	0	1	1	0	0	1	1	1	3	3	0	3
Zotu522	3	5	2	3	9	2	1	1	4	3	0	4	2	8	6	1	13	0	4	0	3	4	20	0	1	1	0	12	1	5	6	2	0	0	1	9	2	7	1	10	2	0	2	3	2	2	0	2	24	1	24	2	37	7	3	40	38	0	5	15
Zotu297	1	0	1	14	6	1	3	0	0	2	2	2	3	4	3	4	1	1	0	2	1	1	0	0	0	3	1	1	0	0	2	1	4	2	1	4	1	1	5	1	0	3	1	3	1	0	2	3	1	1	2	0	0	1	3	0	3	0	0	1
Zotu465	6	2	3	11	1	2	8	6	2	5	1	13	1	4	9	0	1	0	0	3	0	2	4	0	0	2	3	3	1	0	1	4	5	9	1	4	5	3	1	14	1	0	2	1	0	1	5	0	0	0	5	0	3	1	2	5	0	0	0	2
Zotu417	2	3	6	2	4	2	2	3	5	5	3	1	14	1	5	4	3	2	0	2	2	5	5	8	2	0	4	4	8	2	6	9	8	3	5	4	0	3	4	2	8	5	3	11	2	0	5	6	2	0	0	0	1	1	0	0	0	2	1	0
Zotu176	0	1	0	3	0	0	0	0	1	2	1	0	0	1	0	2	0	2	2	0	0	0	0	0	0	0	0	4	0	0	0	1	0	1	0	1	3	0	0	0	3	0	0	0	0	3	0	0	0	0	2	0	1	0	0	0	0	0	0	1
Zotu327	4	8	9	16	7	7	10	2	3	4	3	5	4	9	11	5	0	2	4	4	5	1	7	2	4	3	3	7	2	2	1	2	4	11	4	12	4	4	5	9	7	7	1	7	4	2	6	9	1	1	7	1	5	4	8	7	2	2	4	5
Zotu389	1	0	0	0	11	12	0	2	0	15	0	0	21	0	30	0	0	0	0	2	5	1	0	0	1	0	0	0	0	0	0	3	5	1	0	0	0	6	0	0	6	9	12	3	0	0	0	7	0	0	8	0	1	0	0	0	3	0	0	0
Zotu655	3	12	2	0	1	2	1	2	1	4	1	6	0	2	1	2	7	2	3	6	1	3	24	4	0	26	0	10	2	8	14	13	29	16	44	38	16	7	19	15	4	2	33	14	9	1	0	0	11	2	1	2	21	0	5	51	5	1	6	1
Zotu9	3	0	0	1	0	0	1	7	1	0	0	30	4	0	3	1	1	7	3	0	1	1	0	0	31	0	1	1	4	0	0	2	2	0	2	2	2	1	0	1	1	0	1	2	1	3	5	0	0	0	0	0	1	53	1	0	10	0	0	1
Zotu724	1	12	4	8	6	3	15	6	7	5	6	2	4	3	4	1	1	2	5	1	2	4	22	0	2	0	5	6	3	2	7	2	2	3	3	9	0	7	3	4	8	10	1	12	1	1	4	1	8	1	4	2	6	1	7	5	7	1	3	5
Zotu347	3	0	0	0	17	2	0	0	0	0	0	0	10	0	5	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	4	4	1	0	0	0	3	1	4	0	12	1	0	0	0	0	1	1	10	30	0	0	0	0	0	0	10	0	0
Zotu659	1	0	0	6	0	3	1	0	4	1	0	0	0	1	3	1	0	1	0	0	0	0	7	1	1	0	0	0	0	1	0	0	0	1	5	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu249	5	4	6	10	12	15	10	2	10	8	8	10	19	13	18	8	12	18	5	13	4	10	7	3	14	8	2	2	7	9	10	4	8	14	4	11	7	8	17	9	10	4	6	5	9	6	2	9	4	3	5	1	7	5	6	29	6	8	4	8
Zotu687	10	2	0	0	2	0	4	10	0	0	1	4	0	6	3	2	2	7	2	2	4	5	12	5	2	3	2	0	3	1	1	3	1	0	11	1	2	2	6	3	2	1	4	6	2	3	10	0	1	13	2	42	1	1	8	12	9	1	14	7
Zotu248	2	2	0	1	0	0	0	0	0	0	0	36	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	4	1	2	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Zotu911	1	3	2	8	2	1	3	3	3	2	1	1	1	1	8	2	3	0	0	3	3	0	0	0	0	0	2	0	2	4	4	2	5	0	0	2	5	1	2	2	4	2	2	1	2	1	1	1	0	0	2	0	0	3	2	4	4	1	1	2
Zotu45	1	0	0	0	0	0	0	0	0	0	0	3	8	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	7	0	0	0	0	0	1	0	0	6	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu209	1	2	0	0	0	2	5	0	0	2	0	4	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	2	0	0	2	0	0	0	2	1	0	0	0	1	0	0	0	0
Zotu544	0	0	0	0	1	0	0	3	0	0	0	1	0	2	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	2	1	6	3	3	3	6	2	1	12	13	0	0	8
Zotu244	2	6	35	12	9	0	1	0	24	5	6	1	6	0	0	3	8	6	4	37	12	18	6	24	1	2	5	0	7	0	1	3	7	1	2	3	12	8	2	11	13	12	7	8	10	0	0	10	0	18	11	0	0	0	5	0	0	7	4	0
Zotu941	4	6	0	0	0	0	0	0	0	0	0	43	0	1	0	0	0	2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	62	2	1	0	0	0	0	0	0
Zotu65	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	2	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0
Zotu660	3	0	7	11	2	4	0	4	3	2	0	3	1	8	5	3	2	0	0	2	0	3	2	0	0	2	4	1	3	0	1	1	6	2	3	2	4	2	4	1	0	1	1	3	0	1	2	1	1	1	2	2	1	1	1	1	2	0	1	1
Zotu580	1	0	1	0	1	0	0	0	1	11	1	1	3	0	3	1	0	3	2	0	0	13	6	0	1	0	0	0	17	0	0	0	3	0	3	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Zotu477	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu755	1	5	2	1	1	2	4	1	2	3	2	2	9	1	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2	5	2	1	8	0	1	3	0	6	2	0	2	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1
Zotu398	1	0	1	3	1	1	2	0	0	1	1	0	2	1	5	1	3	1	0	0	1	0	0	0	0	0	0	1	2	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	1	0	0	0
Zotu303	2	4	2	1	3	0	0	1	1	0	0	14	0	0	0	10	3	74	1	10	27	2	0	10	6	2	2	0	2	3	0	4	4	4	1	0	7	4	4	1	3	20	23	6	3	3	1	6	11	0	4	3	5	1	18	1	4	2	13	6
Zotu518	1	0	0	0	0	1	0	0	1	1	1	2	0	0	0	8	1	0	1	0	0	2	0	0	0	0	0	2	0	1	2	12	2	2	1	0	0	0	0	0	0	0	0	7	5	0	2	1	1	0	0	0	0	0	0	0	0	0	2	0
Zotu576	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	2	3	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	4	0	2	0	0	0	0	0	1	4	0	1	0
Zotu363	4	0	1	0	0	4	1	1	0	0	0	2	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu765	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu901	1	3	1	3	2	2	1	4	5	0	1	1	3	0	1	2	1	3	3	2	0	2	0	1	0	1	0	1	0	3	4	4	3	2	0	6	2	1	5	2	1	0	1	0	3	1	2	2	2	0	2	0	0	0	1	1	1	0	1	2
Zotu320	0	0	0	2	0	0	0	0	1	0	1	1	2	0	0	0	2	1	0	0	1	1	1	0	0	0	2	0	0	0	8	2	1	2	1	4	0	0	1	0	0	1	0	0	0	0	1	3	2	1	0	0	150	1	2	37	1	0	0	1
Zotu939	1	3	1	0	0	1	2	2	2	1	0	2	2	1	6	2	3	0	0	0	0	1	1	3	1	1	0	2	0	0	0	2	2	5	4	2	3	1	0	6	2	1	3	3	1	0	0	0	0	0	3	1	8	2	1	0	2	0	0	1
Zotu501	2	2	0	2	0	2	2	43	1	2	0	2	0	3	3	2	3	4	5	18	3	8	4	8	5	1	9	4	9	4	0	6	1	5	3	2	5	0	0	1	3	1	1	1	0	2	1	1	1	24	6	4	3	0	4	0	1	2	2	2
Zotu144	1	2	1	7	2	7	1	2	2	1	4	2	10	3	6	2	2	2	6	3	2	1	0	1	1	0	1	5	8	2	2	2	2	2	3	2	2	2	5	1	2	0	6	4	3	0	1	1	2	3	2	0	5	0	3	1	8	0	0	2
Zotu809	1	3	0	6	0	1	1	34	3	1	37	3	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	4	1	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu718	2	0	7	1	0	2	1	5	1	0	1	3	3	0	5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	2	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu916	7	4	1	7	4	6	9	7	2	3	1	1	2	8	10	1	4	0	0	4	0	0	0	0	0	1	0	3	2	0	3	17	2	20	3	3	6	2	1	8	2	4	4	9	2	1	2	1	0	0	1	0	0	0	2	6	0	0	0	1
Zotu844	2	3	2	3	0	2	1	2	3	2	0	3	1	2	5	1	0	2	4	5	2	4	1	4	3	2	1	2	2	3	2	4	3	1	1	2	1	1	3	1	1	2	2	2	1	2	3	2	5	0	4	2	6	2	4	10	3	3	1	3
Zotu574	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu633	4	3	0	1	0	0	0	1	0	1	0	0	0	0	1	2	0	1	0	1	2	0	1	2	2	0	1	0	3	0	0	3	0	0	2	0	3	1	2	3	4	1	2	3	0	0	2	2	1	0	0	1	0	0	2	0	1	0	1	0
Zotu418	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Zotu934	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Zotu350	1	2	0	0	0	0	0	0	0	2	0	13	0	0	1	0	2	6	4	49	0	0	25	0	0	5	0	0	12	5	0	3	1	0	0	0	0	0	1	2	0	0	17	0	0	2	1	24	557	14	5	8	9	11	7	24	40	4	2	12
Zotu67	2	4	0	1	0	0	1	25	1	12	0	37	2	32	7	0	0	1	0	0	0	0	0	0	0	0	0	42	1	0	0	9	0	0	0	0	0	0	0	6	0	0	0	0	0	21	1	0	0	0	0	3	0	0	0	0	5	1	1	0
Zotu858	4	0	0	0	0	0	0	0	0	0	0	5	0	0	4	0	1	0	2	0	6	1	2	1	0	5	1	8	5	9	0	0	1	0	0	0	1	1	0	3	0	0	0	0	0	0	0	1	8	1	3	7	13	5	3	6	9	0	3	10
Zotu386	1	0	0	1	3	8	1	0	0	0	0	0	6	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	3	5	5	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Zotu437	1	0	2	0	2	0	0	0	9	1	2	0	7	0	0	5	0	4	1	3	3	4	1	34	4	3	16	0	26	1	0	0	6	0	4	1	0	0	0	10	1	3	3	1	10	2	0	0	0	2	0	1	0	1	0	0	1	5	0	0
Zotu636	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	2	0	0	0	1	0	0	0
Zotu611	3	16	4	1	0	1	0	0	1	0	0	2	0	1	1	1	0	3	5	1	8	0	21	11	5	0	1	12	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	9	1	3	0	0	0	0	7	1	0	0	1	0
Zotu608	2	2	1	37	1	3	0	0	0	0	0	5	0	6	3	0	0	1	2	4	2	1	0	1	0	2	1	0	5	0	0	3	0	2	0	2	4	2	2	1	0	2	0	0	2	4	1	0	0	1	3	2	4	0	1	9	3	1	1	1
Zotu658	1	5	0	2	0	0	1	0	8	6	3	26	5	12	1	1	4	5	6	1	1	1	2	1	1	5	0	6	34	8	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	10	7	1	3	1	9	8	0	2	0	0	19	3	12	0
Zotu935	2	1	0	0	0	1	0	0	0	0	0	10	0	6	0	0	0	4	0	0	0	0	0	0	0	0	1	6	0	0	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Zotu314	0	2	3	4	5	1	6	4	4	6	13	3	14	3	1	5	4	1	2	1	3	4	3	0	5	15	2	0	3	0	37	5	9	8	17	10	2	8	8	16	21	7	1	6	6	1	3	2	6	0	3	0	3	0	3	8	9	0	1	2
Zotu435	1	2	1	0	0	1	0	0	0	2	0	1	0	0	2	4	6	35	1	9	19	16	30	26	31	19	9	6	14	26	0	1	0	1	1	1	8	0	12	4	3	8	3	0	3	8	15	5	24	26	18	19	23	28	36	5	102	47	93	31
Zotu645	1	0	0	0	0	0	1	0	4	0	3	2	5	2	0	2	0	0	0	3	2	3	13	4	3	0	2	0	3	0	0	1	0	0	2	0	0	0	0	0	2	2	0	2	0	1	0	3	4	0	1	0	2	6	2	3	0	1	0	0
Zotu767	0	0	0	1	4	1	0	5	0	0	1	0	2	2	0	2	3	3	0	10	1	0	0	7	0	0	0	9	1	0	3	2	0	0	0	0	0	1	4	5	4	5	0	3	0	0	0	0	0	0	0	0	2	0	2	10	0	0	0	1
Zotu41	2	0	0	0	0	0	0	0	0	1	0	0	2	41	0	61	0	2	0	0	0	0	2	0	0	16	1	0	0	0	0	0	0	3	0	0	6	4	1	1	0	0	0	0	5	8	5	0	2	0	1	0	0	0	2	6	92	0	0	0
Zotu295	2	0	3	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	4	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu123	2	6	0	0	1	2	0	12	2	1	6	2	1	2	2	0	9	4	11	3	3	0	1	10	0	1	0	6	3	0	3	8	2	0	7	1	24	1	0	81	3	2	7	0	1	3	5	2	3	3	2	22	5	0	0	10	3	0	15	22
Zotu754	2	0	0	3	0	0	0	0	1	1	1	0	3	0	1	0	0	0	1	1	0	3	1	0	0	1	1	0	0	1	4	0	4	1	1	3	0	1	5	9	0	2	1	1	5	0	3	6	24	1	1	1	208	4	0	3	1	0	0	3
Zotu962	0	0	0	0	0	0	0	12	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu797	1	0	0	0	1	3	0	0	1	0	0	0	1	2	0	2	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	0	3	1	1	0	1	0	2	3	1	2	0	0	0	1	1	2	0	0	1	0	1	1	0	0	1	0	1	0
Zotu272	2	0	0	1	1	1	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	2	0	1	7	0	1	1	4	1	0	9	0	0	0	0	0	0	0	0	4	0	1	1	0	0	0	0
Zotu956	1	0	3	2	1	1	2	0	3	2	0	0	0	2	1	1	0	1	0	2	1	3	0	4	0	3	0	3	4	0	0	0	0	1	2	1	0	0	2	0	0	3	0	0	0	0	0	1	0	0	0	0	1	0	0	5	1	0	0	0
Zotu678	2	2	0	0	0	1	0	0	0	1	3	7	3	2	2	1	6	4	1	2	2	1	19	0	1	1	2	3	11	6	2	1	0	1	0	0	1	1	0	3	0	0	1	0	0	0	0	2	19	4	7	2	74	1	2	21	5	5	2	17
Zotu617	2	0	0	2	2	1	0	0	1	0	1	2	1	1	2	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	1	4	0	0	0	2	0	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Zotu492	2	2	5	8	3	2	5	0	1	5	0	1	6	13	7	5	7	16	2	6	9	9	17	18	14	20	4	4	8	21	0	6	4	5	2	3	4	3	3	10	4	1	4	4	6	9	6	4	5	9	14	4	14	17	17	14	10	4	13	28
Zotu799	2	1	1	0	0	0	0	1	0	0	0	0	0	1	1	2	0	0	0	0	2	1	0	2	2	1	0	0	2	0	0	1	2	0	0	0	1	1	0	1	1	1	1	1	2	2	1	3	1	4	0	0	2	1	1	0	0	2	0	0
Zotu808	1	0	6	0	0	6	0	0	0	1	1	3	0	0	3	0	0	1	1	0	0	1	1	2	0	0	0	0	0	0	0	0	2	17	0	4	0	0	2	1	1	8	1	4	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Zotu14	2	2	4	1	0	0	4	1	1	0	0	0	0	0	0	8	1	16	11	8	22	10	0	52	3	0	10	4	14	0	1	0	1	0	1	0	2	0	1	2	0	1	0	1	0	1	4	5	2	18	0	12	1	0	1	0	4	0	0	0
Zotu692	1	0	0	0	7	1	0	0	0	0	2	0	6	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	1	0	1	0	0	3	2	0	5	4	2	0	0	0	0	0	0	8	8	0	0	0	0	0	0	0	0	0
Zotu528	0	5	1	0	1	3	3	1	5	5	3	3	7	2	4	4	1	0	2	2	0	3	0	0	2	1	1	1	2	5	3	3	5	14	4	3	2	0	3	0	3	2	6	3	0	0	3	5	1	1	0	1	0	0	3	1	2	0	2	0
Zotu720	4	0	0	2	3	1	0	1	9	7	4	1	24	2	4	5	5	1	4	2	2	4	0	1	0	2	1	4	1	5	50	10	9	17	28	10	4	19	6	13	17	9	7	4	3	0	6	5	6	1	4	0	16	1	0	3	2	3	1	2
Zotu227	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0
Zotu223	3	1	0	0	0	1	0	0	0	6	0	252	1	0	0	0	4	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	2	2	83	2	4	0	3	1	1	1	0	1	0	1	2	2	0	0	344	3	0	0	0	0	3	0	0	1
Zotu25	1	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu807	0	2	0	7	0	1	0	0	0	1	3	2	4	0	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	5	4	4	3	0	0	2	4	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu533	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu441	1	1	0	0	0	0	3	0	2	3	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	9	4	3	4	1	10	0	3	3	2	4	11	2	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0
Zotu764	0	0	0	5	5	2	1	0	4	4	0	1	2	1	7	2	7	0	3	2	0	1	9	0	1	2	0	9	2	1	2	0	0	0	1	1	1	2	0	6	1	1	1	1	0	0	2	1	26	0	22	1	24	4	3	29	24	0	2	10
Zotu514	3	0	1	0	0	2	0	0	1	0	0	1	0	0	1	0	1	1	0	1	2	0	2	0	0	0	0	0	2	0	0	1	5	3	3	1	0	0	0	0	6	0	1	3	0	0	0	0	2	1	1	0	0	0	0	0	0	1	0	0
Zotu334	6	5	6	7	6	11	9	4	8	3	9	8	6	7	4	8	1	1	6	2	1	4	6	3	2	1	4	3	11	1	4	4	5	6	0	12	2	1	5	2	5	2	6	10	1	1	1	2	1	2	1	1	1	3	3	1	2	1	0	2
Zotu967	1	2	2	0	1	0	0	0	0	0	0	0	4	0	2	1	0	1	0	0	0	0	2	0	0	0	0	0	1	0	1	0	2	2	0	3	0	0	1	0	3	2	2	2	0	1	0	2	0	0	0	0	0	0	1	3	0	0	1	0
Zotu889	1	0	0	0	0	0	2	0	0	0	4	0	0	1	0	0	1	3	0	3	1	1	0	1	0	2	0	11	1	0	0	0	0	0	0	3	1	0	1	0	0	0	0	0	1	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0
Zotu662	3	3	6	8	3	5	8	2	8	12	2	4	13	7	4	6	6	5	2	8	7	8	6	4	10	2	1	3	22	7	7	2	6	6	5	8	4	4	12	2	6	7	11	8	9	2	5	2	9	4	8	1	10	6	7	16	5	4	3	6
Zotu375	1	5	0	2	1	1	1	1	4	0	0	7	1	2	1	1	0	1	6	4	2	2	6	11	2	3	3	6	13	2	0	5	6	3	0	3	0	0	4	1	2	3	3	1	1	2	0	1	1	1	3	0	0	3	5	4	1	4	2	2
Zotu64	1	0	0	0	0	1	0	2	0	1	0	0	2	0	0	882	3	22	1	1	167	52	0	69	0	2	7	0	114	77	33	153	8	0	29	0	0	8	0	0	16	2	32	3	7	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0
